title,text_intro,gold_keys,list_of_tags
nan,"In this paper we consider problems of creating and introducing intelligent management systems as one of the most important mechanism of increasing energy efficiency in industry. Operating principles of intelligent electric power distribution systems developed in MSTU «STANKIN» for AC and DC grids on industrial plants are described. Essential devices composing the systems are considered, their technical characteristics are described. Experimental results are presented.In this paper we consider problems of creating and introducing intelligent management systems as one of the most important mechanism of increasing energy efficiency in industry. Operating principles of intelligent electric power distribution systems developed in MSTU «STANKIN» for AC and DC grids on industrial plants are described. Essential devices composing the systems are considered, their technical characteristics are described. Experimental results are presented.
","['increas energi effici', 'devic compos the system', 'ntellig manag system', 'AC and DC grid', 'creat and introduc intellig manag system', 'technic characterist are describ', 'mstu «stankin»', 'intellig manag system', 'intellig electr power distribut system', 'devic compos the system are consid', 'problem of creat and introduc intellig manag system']","['intelligent management systems', 'important mechanism', 'energy efficiency', 'dc grids', 'industrial plants', 'essential devices', 'technical characteristics', 'experimental results', 'systems', 'paper', 'problems', 'industry', 'principles', 'mstu', 'stankin']"
nan,"The goal of the glued trees (GT) algorithm for quantum search is the following: beginning from the left-most vertex of a given GT graph, traverse the graph and reach the right-most vertex, referred to as the target vertex. Childs et al. [1] use this algorithm to show quantum walk search to be fundamentally more effective than classical random walk search by presenting a class of graphs (the GT graphs) that force classical random walks to make exponentially many queries to an oracle encoding the structure of the graph, but that are traversable by quantum walks with a polynomial number of queries to such an oracle. In order to study the robustness of the algorithm to the detrimental effects of decoherence, we shall determine how effectively it achieves its goal when subjected to an increasing degree of phase damping noise. For this reason, we will focus on the probability that the walker is on the target vertex at the end of the walk. We thus consider GT graphs such as the one illustrated in Fig. 1(b), i.e. consisting of n layers before the gluing stage, and thus labelled as G′n.
","['GT graph', 'classic random walk search', 'classic random walk', 'quantum walk search', 'class of graph', 'GT', 'quantum search', 'graph', 'increas degre of phase damp nois', 'glu tree', 'glu stage']","['classical random walk search', 'right-most vertex', 'target vertex', 'polynomial number', 'detrimental effects', 'gluing stage', 'gt graphs', 'walk', 'quantum', 'graphs', 'goal', 'trees', 'algorithm', 'effective', 'class', 'queries', 'oracle', 'structure', 'traversable', 'order']"
nan,"In the brane system appearing in string/D-brane theory, the stableness is the most important requirement. We find some stable brane configurations in the SUSY bulk-boundary theory. We systematically solve the singular field equation using a general mathematical result about the free-wave solution in S1/Z2-space. The two scalars, the extra-component of the bulk-vector (A5) and the bulk-scalar (Φ), constitute the solutions. Their different roles are clarified. The importance of the “parallel” configuration is disclosed. The boundary condition (of A5) and the boundary matter fields are two important elements for making the localized configuration. Among all solutions, the solution (c1=−1, c2=−1) is expected to be the thin-wall limit of a kink solution. We present a bulk Higgs model corresponding to the non-singular solution. The model is expected to give a non-singular and stable brane solution in the SUSY bulk-boundary theory.
","['thin-wal limit', 'boundari condit', 'gener mathemat result about the free-wav solut', 'Φ', 'bulk higg model', 'A5', 'non-singular and stabl brane solut', 'brane system', 'bulk-scalar', 'c2=−1', 'susi bulk-boundari theori', 'extra-compon of the bulk-vector', 'stabl brane configur', 'solut', 'stabl', 'kink solut', 'c1=−1', 'differ role are clarifi', 'non-singular solut', 'solv the singular field equat', 'string/d-bran theori']","['singular field equation', 'general mathematical result', 'stable brane configurations', 'susy bulk-boundary theory', 'boundary matter fields', 'bulk higgs model', 'brane system', 'boundary condition', 'important requirement', 'free-wave solution', 'important elements', 'thin-wall limit', 'kink solution', 'localized configuration', 'non-singular solution', 'solution', 'model', 'configuration', 'non-singular', 'stableness']"
nan,"It has been acknowledged that megalopolises are playing a leading role in the processes of both economic development and culture change. Thereupon, the new emphases on sustainability of transportation system in megalopolis are creating new demands for adequate approach to measure its performance and diagnosis potential drawbacks. By examining the descriptions of sustainable transport system as well as its evaluating approach, a framework with the general applicability and easily accessible data resource for evaluating sustainability of transport system in megalopolis is developed based on nature of regional structure and the feature transport demand in megalopolis. The proposed framework is applied in the analysis and comparison of Jing-Jin-Ji and Yangtze River Delta..","['propos framework is appli', 'transport system', 'approach to measur it perform and diagnosi potenti drawback', 'framework', 'cultur chang', 'econom develop', 'sustain of transport system']","['diagnosis potential drawbacks', 'accessible data resource', 'yangtze river delta', 'feature transport demand', 'sustainable transport system', 'transportation system', 'leading role', 'economic development', 'culture change', 'general applicability', 'regional structure', 'adequate approach', 'megalopolises', 'processes', 'emphases', 'sustainability', 'demands', 'performance', 'descriptions', 'framework']"
nan,"We evaluated three spin-on carbon hardmasks from Irresistible Materials [12]. The spin-on carbon compositions were dissolved in a suitable solvent such as chloroform or anisole with a concentration in the range 5–50g/l. In this report, film thickness measurements were made for IM-HM11-01 and IM-HM11-02 films, whilst IM-HM11-03 was used for etching; further investigations to compare the performance of the different compositions across tasks are underway. Films of the SoC were prepared by spin coating on hydrogen-terminated silicon substrates with a speed varying between 800 and 2000 RPM for 60s. After spin coating the film was baked for 2min at temperatures of up to 330°C. In order to enable further processing, the SoC should be rendered insoluble in typical solvents for resist and spin-on-hardmask to enable further processing. The elution behavior of films of IM-HM11-01 and IM-HM11-02 for thicknesses between 30 and 325nm was tested as a function of the baking temperature. Fig. 1 shows the normalized film thickness of two formulations of the SoC (IM-HM11-01 and IM-HM11-02), before and after dipping in monochlorobenzene (MCB):IPA 1:1 solution. Prior to baking the thickness of IM-HM11-01 was ∼320nm, and the thickness of IM-HM11-02 was ∼250nm. For temperatures above 190°C the IM-HM11-02 film was rendered insoluble, whilst a temperature of 260°C was required to achieve the same for IM-HM11-01. Film thickness did not affect the elution results.
","['film thick measur', 'soc (', 'im-hm11-01 and im-hm11-02', 'soc', 'evalu three spin-on carbon hardmask from irresist materi', 'im-hm11-02', 'solvent', 'spin-on carbon composit', 'film', 'spin-on-hardmask', 'im-hm11-03', 'mcb', 'befor and after dip', 'monochlorobenzen', 'spin coat', 'bake', 'three spin-on carbon hardmask', 'chloroform', 'anisol', 'im-hm11-01', 'ake for 2min at temperatur of up to 330°c', 'elut behavior', 'etch', 'film of the soc', 'compar the perform of the differ composit across task', 'hydrogen-termin silicon substrat', 'im-hm11-02 film']","['film thickness measurements', 'carbon hardmasks', 'irresistible materials', 'suitable solvent', 'silicon substrates', 'elution behavior', 'elution results', 'im-hm11-02 film', 'carbon compositions', 'whilst im-hm11-03', 'spin coating', 'baking temperature', 'film', 'compositions', 'spin', 'whilst', 'temperature', 'chloroform', 'anisole', 'concentration']"
nan,"The behavior of cellular beam is described using design methods according to BS: 5950, considering particularly the strength of tee sections and web post element. Such behavior is derived from parametric study involving finite element analysis using software ANSYS. The design method is based on plastic analysis of beam section at ultimate loads and elastic analysis at serviceability loads. The procedure of design of cellular beam is illustrated and an example based on design method is worked out and its verification is done for checking the suitability.","['plastic analysi of beam section', 'cellular beam', 'design method', 'elast analysi', 'finit element analysi', 'ansi', 'procedur of design of cellular beam is illustr']","['web post element', 'finite element analysis', 'plastic analysis', 'elastic analysis', 'cellular beam', 'tee sections', 'parametric study', 'software ansys', 'beam section', 'ultimate loads', 'serviceability loads', 'design methods', 'design', 'behavior', 'strength', 'procedure', 'verification', 'suitability']"
nan,"Shading can be the most detrimental factor on performance for a domestic system. The impact of shading on performance varies depending on the electrical series and parallel arrangement of cells within a module and modules within an installed array. Whilst many approaches to shading analysis have been proposed, computational efficiency is not reported despite being of high importance when incorporating shading algorithms into an overall energy yield model. The lack of consideration of the non-linear impacts of shading on smaller systems for example means that the shading loss is significantly underestimated, especially from supposedly small obstacles such as antennas or chimneys. As an example, the system shown in Fig. 1 illustrates the case where the installer may have attested a shade loss factor close to unity under UK microgeneration guidelines (Microgeneration Certification Scheme, 2013), i.e. negligible, but the performance of the system is severely compromised due to the non-linear cell mismatch effects. An effective shading sub-model therefore needs to give feedback to inform decisions of array layout in the proximity of obstructions but must not rely on high power computing.
","['modul', 'instal array', 'domest system', 'system', 'antenna', 'energi yield model', 'high power comput', 'shade', 'give feedback to inform decis of array layout', 'shade loss', 'shade analysi', 'chimney', 'effect shade sub-model', 'cell', 'system shown in fig. 1', 'shade algorithm', 'non-linear cell mismatch effect']","['non-linear cell mismatch effects', 'shade loss factor close', 'energy yield model', 'microgeneration certification scheme', 'high power computing', 'effective shading sub-model', 'detrimental factor', 'non-linear impacts', 'shading loss', 'high importance', 'microgeneration guidelines', 'electrical series', 'parallel arrangement', 'computational efficiency', 'smaller systems', 'small obstacles', 'array layout', 'domestic system', 'shading', 'array']"
nan,"One of the challenges in quantum chromodynamics (QCD) is the relativistic bound state problem. In the light-cone Hamiltonian approach [1] light-cone wave functions can be constructed in a boost invariant way. It is necessary to have reliable light-cone wave functions if one wants to calculate high energy scattering, especially exclusive reactions. Many parametrizations assume separability of the dependence on the longitudinal momentum fraction and transverse momentum which is very unlikely since the two momenta are coupled in the kinetic energy operator. Various approaches have been tried to compute such wave functions. One can use the usual equal time Hamiltonian [2] and transform the resulting wave functions into light-cone form with the help of kinematical on-shell equations. The light-cone Hamiltonian in a string picture is formulated in Ref. [3]. More ambitious is the construction of an effective Hamiltonian including the gauge degrees of freedom explicitly and then solving the bound state problem. For mesons this approach [4,5] still needs many parameters to be fixed. Attempts have been made to solve the valence quark wave function for mesons in a simple Hamiltonian with a two-body potential [6].
","['relativist bound state problem', 'calcul high energi scatter', 'simpl hamiltonian with a two-bodi potenti', 'light-con hamiltonian approach', 'solv the bound state problem', 'reliabl light-con wave function', 'kinemat on-shel equat', 'solv the valenc quark wave function for meson', 'transform the result wave function into light-con form', 'qcd', 'reaction', 'quantum chromodynam', 'construct of an effect hamiltonian includ the gaug degre of freedom explicitli', 'light-con wave function', 'valenc quark wave function', 'equal time hamiltonian', 'meson', 'hamiltonian']","['valence quark wave function', 'reliable light-cone wave functions', 'high energy scattering', 'kinetic energy operator', 'usual equal time', 'longitudinal momentum fraction', 'bound state problem', 'wave functions', 'state problem', 'transverse momentum', 'light-cone form', 'quantum chromodynamics', 'boost invariant', 'exclusive reactions', 'string picture', 'gauge degrees', 'two-body potential', 'nan', 'challenges', 'qcd']"
nan,"In this paper, the design of a varnish plant at Crocodile Matchet Limited, Tema, Ghana was considered and modification made to eliminate blooming and rusting of its product at the final processing plant when there is high moisture content in the atmosphere. The proposed design included pipelines or ductsand hot air receiving chambers for the Varnish Plant.Heat from the exhaust gas which would have otherwise, gone wasted, was utilised by redesigning the varnish plant and this yielded 6.74kW of heat energy which was transferred into the air chambers to aid the drying ofmatchets at the hardening plant. Consequently, the absorption of the moisture on the steel and the dryness of the product were improved. Further studies were done to ensure constant supply of hot air into the air chambers.","['constant suppli of hot air into the air chamber', 'bloom', 'dri ofmatchet', 'rust', 'process plant', 'steel', 'harden plant', 'design of a varnish plant', 'exhaust ga', 'ductsand hot air receiv chamber', 'modif made to elimin bloom and rust', 'redesign the varnish plant', 'varnish plant', 'pipelin', 'transfer into the air chamber', 'air chamber', 'further studi', 'heat energi', 'absorpt of the moistur']","['crocodile matchet limited', 'final processing plant', 'high moisture content', 'varnish plant', 'hardening plant', 'hot air', 'exhaust gas', 'drying ofmatchets', 'constant supply', 'air chambers', 'heat energy', 'chambers', 'heat', 'paper', 'design', 'tema', 'modification', 'blooming', 'rusting', 'product']"
nan,"The most important goal of the software industry is to produce successful product. During the process of production several times the product fails due to lack of proper management. This paper is exploring the role of software engineering courses in computer engineering related branches and then reasons why software developers lack project management in proper software management trainings. Our findings reflect that in majority of computer related branches like computer science, computer engineering, information system engineering there is no place for software project management course. Our findings are based on a survey of course curriculums of computer engineering, computer science and information system engineering courses taught in Turkish universities.","['softwar industri', 'softwar manag', 'survey of cours curriculum', 'product', 'project manag', 'role of softwar engin cours', 'produc success product', 'manag', 'proper softwar manag train', 'softwar project manag', 'comput engin', 'softwar project manag cours', 'comput scienc and inform system engin', 'product fail']","['information system engineering courses', 'proper software management trainings', 'software engineering courses', 'software project management', 'proper management', 'software industry', 'software developers', 'computer engineering', 'important goal', 'successful product', 'computer', 'product', 'process', 'production', 'times', 'lack', 'paper', 'role', 'branches', 'reasons']"
nan,"This conclusion is a consequence of the high jet speeds and small nozzle diameters in combination with the relatively high viscosity solvent and modest molecular weights of the polystyrene, which results in high Weissenberg numbers and moderate values of the extensibility, L studied here. As discussed in earlier papers [3,6], other jetting fluid combinations, such as those of de Gans et al. [4], lie in a different jetting regime where full extension does not occur and relaxation time controls the viscoelastic behaviour. Consequently inkjet fluid assessment methods need to provide a full characterisation including both linear and nonlinear viscoelastic properties. This complexity suggests assessments of inkjet fluids might have to include jetting from sets of DoD print head devices with different sensitivities to all the various VE parameters [37], rather than reliance on testing without jetting. This was not the expected outcome from the present work but does echo the very pragmatic viewpoint expressed as a “map of misery” by Clasen et al. [38] and may provide a way forward for future R&D strategies towards ink testing.
","['inkjet fluid', '“map of misery”', 'jet fluid combin', 'provid a full characteris includ both linear and nonlinear viscoelast properti', 'jet', 'dod print head devic', 'inkjet fluid assess method', 'ink test', 'polystyren']","['dod print head devices', 'inkjet fluid assessment methods', 'high jet speeds', 'small nozzle diameters', 'high viscosity solvent', 'modest molecular weights', 'high weissenberg numbers', 'nonlinear viscoelastic properties', 'fluid combinations', 'moderate values', 'earlier papers', 'de gans', 'relaxation time', 'present work', 'pragmatic viewpoint', 'jetting regime', 'full extension', 'ink testing', 'full', 'testing']"
nan,"Although the presented model is developed and tested with a-C:H layers in mind, it is not necessarily limited to them. Moreover, the only assumptions are chemical reactions between the gas and the solid forming volatiles, the loss of these volatiles from the material and the two stated boundary conditions of gas influx at a single outer surface and the possibility of reactions throughout the bulk. Porosity and significant gas inventories were observed not only for carbon [12] but, e.g. also for beryllium co-deposits [25] and can be expected for other co-deposits formed in plasma devices [1]. Thus, TCR and its description by the presented model may be applicable to all deposits. If a layer has constituents that are not forming volatiles with the reactive gas, e.g. W and Be with O2, these constituents cannot be removed by TCR, as they will not be removed from the deposit. This can influence the removal of other deposit constituents and the time evolution of the process can change. The new understanding of TCR may, for the first time, allow applying the method in a controlled way to nuclear fusion devices, possibly solving the tritium retention issue especially related to carbon based materials.
","['W and Be with O2', 'plasma devic', 'reactiv ga', 'carbon base materi', 'carbon', 'tritium retent issu', 'tritium', 'deposit constitu', 'nuclear fusion devic', 'beryllium co-deposit', 'tcr', 'singl outer surfac', 'ga influx', 'chemic reaction', 'solid form volatil', 'a-c:h layer', 'constitu that are not form volatil with the reactiv ga', 'ga', 'poros', 'reaction', 'tritium retent', 'ga inventori']","['single outer surface', 'tritium retention issue', 'nuclear fusion devices', 'significant gas inventories', 'plasma devices', 'boundary conditions', 'gas influx', 'reactive gas', 'chemical reactions', 'beryllium co-deposits', 'time evolution', 'deposit constituents', 'gas', 'co-deposits', 'deposit', 'time', 'constituents', 'nan', 'model', 'a-c']"
nan,"The first-principles calculations are performed using the Cambridge Serial Total Energy Package (CASTEP) [21] which implements the plane-wave pseudopotential DFT method. The exchange correlation functional is approximated using the generalized gradient approximation (PBE-GGA) [22], and the electron–ion interactions are described by Vanderbilt-type ultrasoft pseudopotentials [23]. The plane wave basis set is truncated at a cutoff of 400eV, and the Brillouin-zone sampling was performed using the Monkhorst-Pack scheme with a k-point spacing in reciprocal space of 0.04Å−1. Tests show that these computational parameters give results that are sufficiently accurate for present purposes. The ferromagnetism of nickel is accounted for by performing all calculations using spin polarization, starting at a ferromagnetic initial configuration and relaxing towards its ground state. However, for all compositions considered, the ground state electronic structure of each alloy is found to exhibit only very weak ferromagnetism, and the effect is not thought to influence their phase stability. Table 1 shows the calculated equilibrium lattice constants of the η phase at various Ti concentrations, using partially ordered ηP structures. The change in lattice constant upon Ti alloying is relatively small, but can be related to the ∼10% larger covalent radius of Ti. The calculated lattice constants are in good agreement with the experimental values, which relate to an alloy with a Al/Ti ratio of ∼2.75.
","['electron', 'exchang correl function', 'ion', 'Ti alloy', 'plane-wav pseudopotenti dft method', 'Ti', 'nickel', 'ηP structur', 'brillouin-zon sampl', 'ferromagnet', 'plane wave', 'vanderbilt-typ ultrasoft pseudopotenti', 'alloy', 'first-principl calcul', 'Al', 'spin polar', 'electron–ion interact', 'monkhorst-pack scheme', 'k-point space', 'gener gradient approxim', 'cambridg serial total energi packag', 'castep', 'pbe-gga']","['serial total energy package', 'plane-wave pseudopotential dft method', 'plane wave basis set', 'ground state electronic structure', 'exchange correlation functional', 'generalized gradient approximation', 'ferromagnetic initial configuration', 'larger covalent radius', 'equilibrium lattice constants', 'ground state', 'vanderbilt-type ultrasoft', 'brillouin-zone sampling', 'monkhorst-pack scheme', 'k-point spacing', 'reciprocal space', 'computational parameters', 'present purposes', 'spin polarization', 'phase stability', 'ti concentrations']"
nan,"The second stress state is a tri-axial tensile stress designed to represent the zone ahead of an advancing crack tip. Micro-scale lateral cracks have been observed in the oxide layer, and appear to form very close to or at the metal–oxide interface (Fig. 1). Finite element analysis by Parise et al. indicated that these cracks form as a result of localised tensile stresses above peaks in the metal–oxide interface roughness [31]. These cracks are considered separate to any nano-scale cracks that might result from the tetragonal to monoclinic phase transformation. An assumption is made here that whether the micro-scale lateral cracks form via fracture of the oxide or by de-bonding at the interface a triaxial tensile stress state will still be present. In manufactured partially stabilised zirconia cracks would be expected to destabilise the tetragonal phase. This is simulated by applying tensile stress in direction 1, 2 and 3. As this the maximum stress at the crack tip is not known, the applied tensile stresses cover a range from 0.1GPa up to a maximum stress value of 2.2GPa as it is approximately equal to three times the fracture strength of bulk fracture strength for manufactured stabilized zirconia [34]. For the biaxial compressive and triaxial tensile stress states it is the trends in behaviour rather than the absolute values that are considered of greatest importance for this work.
","['manufactur partial stabilis zirconia', 'localis tensil stress', 'fractur', 'de-bond', 'oxid', 'simul by appli tensil stress in direct 1', 'manufactur stabil zirconia', 'tetragon to monoclin phase transform', 'maximum stress', 'appli tensil stress', 'oxid layer', 'advanc crack tip', 'tetragon phase', 'second stress state', '2 and 3', 'tri-axi tensil stress', 'metal–oxid interfac', 'triaxial tensil stress', 'crack', 'biaxial compress and triaxial tensil stress state', 'finit element analysi']","['triaxial tensile stress state', 'finite element analysis', 'localised tensile stresses', 'micro-scale lateral cracks', 'bulk fracture strength', 'stress state', 'maximum stress', 'crack tip', 'phase transformation', 'biaxial compressive', 'absolute values', 'greatest importance', 'oxide layer', 'zirconia cracks', 'tetragonal phase', 'cracks', 'interface', 'oxide', 'zirconia', 'zone']"
nan,"In this paper, coordination problem of agricultural products supply chain with stochastic yield is studied based on prices compensation strategy. The agricultural producing is influenced by the natural conditions, and the yield is uncertain. While agricultural products is rigid demand goods, the fluctuations of yield cause greater volatility of prices. The two- echelon supply chain with one supplier and one retailor is studied, and the mathematical model is constructed. The model showed that prices compensation strategy is Pareto improvement for agricultural products supply chain with stochastic yield, and it also incentive agricultural products supplier to rise the production plan and balance the profit allocation of supply chain.","['agricultur product suppli chain', 'stochast yield', 'fluctuat of yield', 'mathemat model', 'profit alloc', 'suppli chain', 'product plan', 'yield', 'agricultur product', 'agricultur produc', 'price compens strategi', 'coordin problem', 'two- echelon suppli chain', 'coordin problem of agricultur product suppli chain', 'mathemat model is construct']","['agricultural products supply chain', 'rigid demand goods', 'prices compensation strategy', 'supply chain', 'coordination problem', 'natural conditions', 'greater volatility', 'pareto improvement', 'production plan', 'profit allocation', 'stochastic yield', 'mathematical model', 'prices', 'supplier', 'yield', 'model', 'paper', 'uncertain', 'fluctuations', 'retailor']"
nan,"We have developed a systematic, quantified understanding of a specific problem: the design of mobile-friendly unique identifiers. But our results also apply to the design of other text-based services. There has been a trend toward bespoke and adaptive keyboards (e.g., Dunlop and Levine, 2012; Karrenbauer and Oulasvirta, 2014; Leiva et al., 2015; Wiseman et al., 2013). More often than not, though, input devices are a fixed constraint in the design of a service. Most users are typing on the keyboard that came with their phone. Those keyboards have advantages, limitations and quirks. The mode-switching that most touchscreen keyboards require to reach numbers and capital letters is at the root of design improvements we propose in this paper. When designing services, it is vital to be aware of the fixed constraints of a system and to then focus on the aspects of a service's design that can be controlled. Making changes to input data in this way is a cheap, quick and easy way to improve user experience.
","['design of a servic', 'input devic', 'design of other text-bas servic', 'bespok and adapt keyboard', 'design of mobile-friendli uniqu identifi', 'mode-switch', 'design servic']","['mobile-friendly unique identifiers', 'quantified understanding', 'specific problem', 'input devices', 'capital letters', 'input data', 'user experience', 'adaptive keyboards', 'touchscreen keyboards', 'design improvements', ""service's design"", 'design', 'systematic', 'results', 'services', 'trend', 'bespoke', 'constraint', 'users', 'phone']"
nan,"MWSN routing protocols generally take influence from both WSN and mobile ad hoc network (MANET) routing protocols, which all share common limitations, such as bandwidth, power and cost. WSNs often share the same aim as MWSNs, in that they wish to route data from many sensors to a single sink. However, WSNs are normally considered to be static and so the associated routing protocols are often unable to cope in a mobile scenario [10]. Alternatively, MANET protocols are designed to be able to cope with the mobility of nodes, however they aim to allow end-to-end communication to occur between any two nodes [2]. This extra functionality is often not required by MWSNs and so the additional overhead is unnecessary. Combined with the high packet delivery ratios and low delays that are demanded by emerging applications, the ideal routing solution for a MWSN is one that can handle the mobility of nodes and allows data to be forwarded from the sensors to the sink in a reliable and timely manner. This set of requirements make the problem of routing in a MWSN a unique challenge, which will require new specifically designed solutions. For this reason there have been many routing protocols designed for MWSNs. As such, this section will give an overview of the current literature, which highlights the different techniques and commonly used protocols in MWSN routing.
","['mwsn rout', 'rout protocol', 'manet', 'mwsn', 'rout data', 'manet protocol', 'mobil ad hoc network', 'sensor', 'rout in a mwsn', 'mwsn rout protocol', 'wsn']","['high packet delivery ratios', 'mobile ad hoc network', 'mobile scenario', 'common limitations', 'extra functionality', 'additional overhead', 'low delays', 'timely manner', 'unique challenge', 'current literature', 'single sink', 'routing protocols', 'manet protocols', 'manet', 'mwsn', 'influence', 'bandwidth', 'power', 'cost', 'aim']"
nan,"We propose an equilibrium model that allows to analyze the long-run impact of the electricity market design on transmission line expansion by the regulator and investment in generation capacity by private firms in liberalized electricity markets. The model incorporates investment decisions of the transmission system operator and private firms in expectation of an energy-only market and cost-based redispatch. In different specifications we consider the cases of one vs. multiple price zones (market splitting) and analyze different approaches to recover network cost—in particular lump sum, generation capacity based, and energy based fees. In order to compare the outcomes of our multilevel market model with a first best benchmark, we also solve the corresponding integrated planner problem. Using two test networks we illustrate that energy-only markets can lead to suboptimal locational decisions for generation capacity and thus imply excessive network expansion. Market splitting heals these problems only partially. These results are valid for all considered types of network tariffs, although investment slightly differs across those regimes.
","['gener capac base', 'energi base fee', 'lump sum', 'solv the correspond integr planner problem', 'market split', 'analyz the long-run impact of the electr market design on transmiss line expans', 'integr planner problem', 'multilevel market model', 'equilibrium model', 'analyz differ approach to recov network cost', 'excess network expans', 'first best benchmark', 'recov network cost']","['transmission line expansion', 'transmission system operator', 'multiple price zones', 'integrated planner problem', 'suboptimal locational decisions', 'excessive network expansion', 'electricity market design', 'multilevel market model', 'network tariffs', 'market splitting', 'equilibrium model', 'generation capacity', 'private firms', 'lump sum', 'test networks', 'investment decisions', 'market', 'model', 'regulator', 'expectation']"
nan,"Failure of structural components is a major concern in the nuclear power industry and represents not only a safety issue, but also a hazard to economic performance. Stress corrosion cracking (SCC), and especially intergranular stress corrosion cracking (IGSCC), have proved to be a significant potential cause of failures in the nuclear industry in materials such as Alloy 600 (74% Ni, 16% Cr and 8% Fe) and stainless steels, especially in Pressurised Water Reactors (PWR) [1–5]. Stress corrosion cracking in pressurized water reactors (PWSCC) occurs in Alloy 600 in safety critical components, such as steam generator tubes, heater sleeves, pressurized instrument penetrations and control rod drive mechanisms [2,6,7]. Understanding the mechanisms that control SCC in this alloy will allow for continued extensions of life in current plant as well as safer designs of future nuclear reactors.
","['pwr', 'stress corros crack', 'intergranular stress corros crack', 'heater sleev', 'structur compon', 'alloy 600', 'safeti critic compon', 'steam gener tube', '16% Cr and 8% Fe', 'pressuris water reactor', 'control rod drive mechan', 'scc', 'nuclear reactor', 'pwscc', 'alloy', '74% Ni', 'igscc', 'stainless steel', 'pressur water reactor', 'pressur instrument penetr', 'failur of structur compon', 'plant', 'safer design of futur nuclear reactor']","['control rod drive mechanisms', 'steam generator tubes', 'future nuclear reactors', 'pressurised water reactors', 'safety critical components', 'nuclear industry', 'stress corrosion', 'structural components', 'safety issue', 'major concern', 'economic performance', 'significant potential', 'stainless steels', 'heater sleeves', 'instrument penetrations', 'continued extensions', 'current plant', 'safer designs', 'mechanisms', 'nan']"
nan,"The aim of this paper is to investigate the influence of the particle shape on interacting particles flowing in a horizontal turbulent channel flow, for particles with a significant Stokes number. To achieve this, large eddy simulations (LES) of a horizontal turbulent channel flow laden with five different particle shapes, incorporating the drag, lift and toque model derived in Zastawny et al. (2012), are performed. The well-documented horizontal channel flow case described in Kussin and Sommerfeld (2002), who study spherical particles, is used as a reference case. The measurements in their work was done with phase Doppler anemometry (PDA), to measure the fluid and particle velocity simultaneously. The numerical framework applied in this paper has been previously validated for spherical particles in Mallouppas and van Wachem (2013). In that paper, it is shown that the comprehensive discrete element model (DEM) is more accurate in determining the behaviour of the particles in this horizontal gas–solid channel flow that the hard-sphere model. Moreover, this paper showed that the fluid mechanics are accurately modelled using the LES framework. In the current paper, this framework is extended to account for non-spherical particles.
","['dem', 'pda', 'determin the behaviour of the particl in thi horizont gas–solid channel flow', 'le framework', 'le', 'gas–solid channel flow', 'spheric particl', 'non-spher particl', 'comprehens discret element model', 'fluid', 'hard-spher model', 'investig the influenc of the particl shape on interact particl flow in a horizont turbul channel flow', 'particl', 'lift and toqu model', 'drag', 'ga', 'numer framework', 'larg eddi simul', 'phase doppler anemometri', 'horizont turbul channel flow', 'horizont channel flow']","['horizontal turbulent channel flow laden', 'horizontal channel flow case', 'comprehensive discrete element model', 'significant stokes number', 'large eddy simulations', 'phase doppler anemometry', 'reference case', 'toque model', 'hard-sphere model', 'particle shape', 'particle velocity', 'numerical framework', 'spherical particles', 'fluid mechanics', 'current paper', 'les framework', 'framework', 'particles', 'les', 'fluid']"
nan,"Our country is rich of line galloping, there are many important galloping data failed to collect systematically and completely because there is no unified management platform. After the galloping occurrence in 2009–2010's winter the department of productive of the State Grid Corporation organized a lot of human to carry out the research of galloping information, this work is time–consuming and inefficient. The State Grid Corporation has used the production management system (PMS) which is a powerful and easy to use. With the help of the system we can create a galloping database which can save resources and storage the galloping data. To build and put it into application of database can provide technical support for line galloping prevention and galloping research work.","['collect systemat and complet', 'product manag system', 'save resourc and storag the gallop data', 'unifi manag platform', 'gallop research work', 'gallop', 'line gallop', 'gallop data', 'applic of databas', 'pm', 'technic support', 'gallop occurr', 'carri out the research of gallop inform', 'creat a gallop databas', 'line gallop prevent']","['unified management platform', 'state grid corporation', 'production management system', 'line galloping prevention', 'galloping data', 'technical support', 'research work', 'system', 'work', 'database', 'nan', 'country', 'rich', 'department', 'productive', 'lot', 'human', 'information', 'inefficient', 'pms']"
